date,hour,weekday,zone_id,day,month,avg_mta_flow,avg_taxi_flow,log_mta_flow,log_taxi_flow,zone_avg_flow,log_zone_avg_flow,lat,lon
2024-02-02,11,4,5,2,2,786.0,527.0,6.668228248417403,6.269096283706261,1313.0,7.1808311990445555,40.7587,-73.9787
2024-02-02,11,4,6,2,2,4931.0,154.0,8.503499864284235,5.043425116919247,5085.0,8.534246945982066,40.7127,-74.0134
2024-02-02,11,4,7,2,2,17989.0,1117.0,9.79757132694458,7.0192966537150445,19106.0,9.857810039039476,40.7794,-73.9632
2024-02-02,11,4,8,2,2,4110.0,435.0,8.321421586897879,6.077642243349034,4545.0,8.422003004412488,40.7527,-73.9772
2024-02-02,11,4,9,2,2,4607.0,209.0,8.435549202375727,5.3471075307174685,4816.0,8.479906606630221,40.7614,-73.9776
2024-02-02,11,4,10,2,2,996.0,252.0,6.904750769961838,5.53338948872752,1248.0,7.130098510125578,40.7614,-73.9496
2024-02-02,11,4,11,2,2,3809.0,315.0,8.245384468120747,5.755742213586912,4124.0,8.324821298768782,40.728,-74.011
2024-02-02,11,4,12,2,2,3579.0,356.0,8.183118079394745,5.877735781779639,3935.0,8.277920258172143,40.7479,-74.0049
2024-02-02,12,4,0,2,2,6220.0,441.0,8.73568594451502,6.091309882077698,6661.0,8.804175018753625,40.758,-73.9855
2024-02-02,12,4,1,2,2,5746.0,874.0,8.656433258507741,6.774223886357614,6620.0,8.798001694924846,40.7678,-73.9718
2024-02-02,12,4,2,2,2,15205.0,777.0,9.629445365788381,6.656726524178391,15982.0,9.679280936368654,40.7484,-73.9857
2024-02-02,12,4,3,2,2,4977.0,17.0,8.512783482927537,2.8903717578961645,4994.0,8.516192691082654,40.7061,-73.9969
2024-02-02,12,4,4,2,2,1472.0,7.0,7.29505641646263,2.0794415416798357,1479.0,7.299797366758161,40.7033,-74.017
2024-02-02,12,4,5,2,2,1115.0,640.0,7.017506142941256,6.46302945692067,1755.0,7.470793774195062,40.7587,-73.9787
2024-02-02,12,4,6,2,2,6049.0,186.0,8.707813551024888,5.231108616854587,6235.0,8.738094230177667,40.7127,-74.0134
2024-02-02,12,4,7,2,2,19674.0,1136.0,9.887104073285604,7.036148493750536,20810.0,9.94323697205341,40.7794,-73.9632
2024-02-02,12,4,8,2,2,4791.0,458.0,8.474703139795285,6.129050210060545,5249.0,8.565983355585669,40.7527,-73.9772
2024-02-02,12,4,9,2,2,5429.0,236.0,8.599694412927981,5.4680601411351315,5665.0,8.642238680390461,40.7614,-73.9776
2024-02-02,12,4,10,2,2,1125.0,207.0,7.026426808699636,5.337538079701318,1332.0,7.195187320178709,40.7614,-73.9496
2024-02-02,12,4,11,2,2,5195.0,363.0,8.55564437779049,5.8971538676367405,5558.0,8.62317351495347,40.728,-74.011
2024-02-02,12,4,12,2,2,4365.0,401.0,8.38160253710989,5.996452088619021,4766.0,8.469472455204826,40.7479,-74.0049
2024-02-02,13,4,0,2,2,6552.0,439.0,8.787678239039497,6.0867747269123065,6991.0,8.852521917335372,40.758,-73.9855
2024-02-02,13,4,1,2,2,6416.0,801.0,8.766705997750515,6.687108607866515,7217.0,8.884333185202735,40.7678,-73.9718
2024-02-02,13,4,2,2,2,16908.0,739.0,9.735601303538429,6.606650186198215,17647.0,9.778377741493284,40.7484,-73.9857
2024-02-02,13,4,3,2,2,5598.0,26.0,8.630343289348893,3.295836866004329,5624.0,8.63497622707262,40.7061,-73.9969
2024-02-02,13,4,4,2,2,1550.0,23.0,7.346655163176539,3.1780538303479458,1573.0,7.3613754289773485,40.7033,-74.017
2024-02-02,13,4,5,2,2,1559.0,559.0,7.352441100243583,6.327936783729195,2118.0,7.6586995582682995,40.7587,-73.9787
2024-02-02,13,4,6,2,2,6665.0,170.0,8.804775258867686,5.14166355650266,6835.0,8.829958044235482,40.7127,-74.0134
2024-02-02,13,4,7,2,2,21569.0,1068.0,9.979058739383202,6.974478911025045,22637.0,10.027385189192366,40.7794,-73.9632
2024-02-02,13,4,8,2,2,5335.0,453.0,8.58223158759546,6.118097198041348,5788.0,8.663714844079005,40.7527,-73.9772
2024-02-02,13,4,9,2,2,6605.0,211.0,8.795733605950735,5.356586274672012,6816.0,8.827174771362785,40.7614,-73.9776
2024-02-02,13,4,10,2,2,1231.0,207.0,7.116394144093465,5.337538079701318,1438.0,7.271703706887368,40.7614,-73.9496
2024-02-02,13,4,11,2,2,6143.0,349.0,8.723231274827508,5.857933154483459,6492.0,8.778479952508487,40.728,-74.011
2024-02-02,13,4,12,2,2,4999.0,391.0,8.517193191416238,5.971261839790462,5390.0,8.592486175451668,40.7479,-74.0049
2024-02-02,14,4,0,2,2,9111.0,447.0,9.117347505127018,6.104793232414985,9558.0,9.165238398063762,40.758,-73.9855
2024-02-02,14,4,1,2,2,9842.0,961.0,9.194515821629212,6.8690144506657065,10803.0,9.287671714912506,40.7678,-73.9718
2024-02-02,14,4,2,2,2,21546.0,832.0,9.977991874704234,6.725033642166843,22378.0,10.015878298115155,40.7484,-73.9857
2024-02-02,14,4,3,2,2,7841.0,20.0,8.967249182852276,3.044522437723423,7861.0,8.969796305981806,40.7061,-73.9969
2024-02-02,14,4,4,2,2,2239.0,13.0,7.7142311448490855,2.6390573296152584,2252.0,7.720017940432244,40.7033,-74.017
2024-02-02,14,4,5,2,2,2129.0,756.0,7.6638772587034705,6.6293632534374485,2885.0,7.9676267393338165,40.7587,-73.9787
2024-02-02,14,4,6,2,2,9099.0,225.0,9.116029692504942,5.420534999272286,9324.0,9.140454244512016,40.7127,-74.0134
2024-02-02,14,4,7,2,2,27935.0,1109.0,10.237671458639328,7.01211529430638,29044.0,10.276601630426633,40.7794,-73.9632
2024-02-02,14,4,8,2,2,6850.0,443.0,8.832149906002899,6.095824562432225,7293.0,8.894807371368625,40.7527,-73.9772
2024-02-02,14,4,9,2,2,9494.0,290.0,9.158520623246385,5.673323267171493,9784.0,9.188605879830176,40.7614,-73.9776
2024-02-02,14,4,10,2,2,1746.0,237.0,7.465655310134056,5.472270673671475,1983.0,7.592870287844818,40.7614,-73.9496
2024-02-02,14,4,11,2,2,7653.0,404.0,8.942983665985647,6.003887067106539,8057.0,8.994420665751292,40.728,-74.011
2024-02-02,14,4,12,2,2,7060.0,377.0,8.862341963516347,5.934894195619588,7437.0,8.914357274485015,40.7479,-74.0049
2024-02-02,15,4,0,2,2,10937.0,487.0,9.299998243906717,6.1903154058531475,11424.0,9.343559215762406,40.758,-73.9855
2024-02-02,15,4,1,2,2,12493.0,947.0,9.433003808053515,6.854354502255021,13440.0,9.506065016071148,40.7678,-73.9718
